artista,musica,tom,sequencia
marcos-belutti,poeira-da-lua,G,C;G;D;Em7;C;G;D;C;G;D;Em7;C;G;D;Em7;C;D;C;G;D;C;G;D;Em7;C;G;D;C;G;D;Em7;C;G;D;C;G;D;C;G;D;Em7;C;G;D;C;G;D;Em7;C;G;D;C;D;C;G;D;C;G;D;Em7;C;G;D;C;G;D;Em7;C;G;D;C;G;D;Em7;C;G;D;C9;G/B;G5(9);G;D/F#;D9/E;Em7;C;G;D;C;G;D;Em7;C;G;D;C
marcos-belutti,romantico-anonimo,G,G;D5;Em;E4;C7M;G;D5;Em;E4;Em;C7M;G;D5;Em;E4;Em;C7M;G;D5;Em;E4;Em;C7M;G;D5;D5(9);D6;Em7;D6;C9;G;D5;D5(9);D6;Em7;D6;C9;G;D5(9);Em7;C9;Em7;Bm;C9;D/F#;G;D5(9);Em7;C9
marcos-belutti,sem-me-controlar,A,F#m;D9;A9;E;F#m;D;A;E;F#m;D;A;E;D;E;F#m;D;E;F#m;A;E;F#m;D;A;E;F#m;D
marcos-belutti,tao-feliz,D,D9;G5(9);D9;G;Bm;A;G;D9;G;Bm;A;G;EM7;G;Bm;A;D9;D/F#;G;Bm;G;D9;D9;D/F#;G;Bm;G;D9
maria-bethania,ronda,G,G;Bm;Bbm;A7;D7;G;Bm;Dm7;E;Am;Am7+;Am7;D7;G;Bm;Bbm;Am7;Cm;G7+;E7;Am7;D7;G;Bm;Bbm;Am7;D7;G7+;F#m;B7;Em;Am7;D7;G;Bm;Dm7;E;Am;Am7+;Am7;D7;G7+;Bm;Bbm;Am7;Cm;G7+;E7;Am7;D7;G;Bm;Bbm;A7;D7;G
maria-gadu,joao-de-barro,E,C#5;B5;A9;C#5;B5;A9;C#5;B5;A9;C#5;B5;A9;C#5;B5;A9;C#5;B5;A9;C#5;B5;A9;C#5;B5;A9;C#5;B5;A9
maria-gadu,quase-sem-querer,A,A;Bm7;D;E9/11;A4;Bm7;D;A;Bm7;D;E;A;Bm7;D;E;A;Bm7;D;E;A;Bm7;D;E;D;E;D;A;F#m;C#m7(11);Bm7;E;A;Bm7;D;E;A;Bm7;D;E;A;Bm7;D;E;A;Bm7;D;E;D;E9/11;D;A;F#m;C#m7(11);Bm7;E;G;A;G;A;G;A;D;E;A;Bm7;D;E;A;Bm7;D;E;A;Bm7;D;E;A;Bm7;D;E;D;E;D;A;F#m;C#m7(11);Bm7;E;G;A;G;A;G;A;D;E;A
maria-gadu,shimbalaie,C,C;C7M;F7M(9);G9;C;C7M;F7M(9);G9;Am7;F7M(9);G;C;C7M;F7M(9);G9;Am7(9);C;F7M(9);G9;C;F7M(9);G9;Am7(9);F7M(9);G9;C;F7M(9);G9;Am7(9);C9;G/B;Am7;F;C9;G/B;Am7;F;Am7;C9;G/B;Am7;F;C9;G/B;Am7;F;Am7;F;G;C9;F;G;Am7;F;G;C9;F;G;Am7;C9;G/B;Am7;F;C9;G/B;Am7;F;Am7;F;G;C9;F;G;Am7;F;G;C9;F;G;C;C7M;C;C7M;F7M(9);G9;F7M(9);G9;C;C7M;F7M(9);G9;F7M(9);C;C;C7M;F;G;C9;F;G;C9
maria-rita,abismo,D,F#m7;F#m6;D7M;C#m7;F#m7;F#m6;D7M;C#m7;D7M;E7(9);E7;A7M;E/G#;F#m7;G9;E7;G9;E7(9);E7;A7M;E/G#;F#m7;D7M;A7M;E/G#;F#m7;D7M;G9;E7;F#m7
mariana-valadao,hosana,E,C#m;E;F#m;G#m;G#;E;C#;G#;D#;B;E;C#m;F#m;B9;C#m;E;C#m;F#m;B9;C#m;E/G#;A;B9;C#m;A;F#m;B9;E/G#;A;B9;C#m;A;B9;C#m;E;C#m;F#m;B9;E;C#m;F#m;B9;E/G#;A;B9;C#m;A;F#m;B9;E/G#;A;B9;C#m;A;B9;C#m;E;F#m;G#m;A;B9;E;C#m;A;B9;C#m;A;B9;E;C#m;A;B9;A;E/G#;A;B9;C#m;A;F#m;B9;E/G#;A;B9;C#m;A;B9;C#m;A;B9;C#m
mariene-de-castro,falsa-baiana,G,G7+;D7/9;G7+;A7;D7/9;G7+;G7;C7+;Cm;Bm7;E7;A7;D7/9-;G7+;E7;Am7;D7/9-;G7+;G7;Am7;D7/9;G7+;G7;C7+;Cm;Bm7;E7;Am7;D7/9-;G7+;D7/9
mariene-de-castro,ilha-de-mare,G,G;Em;Am;D
marilia-mendonca,impasse-part-henrique-e-juliano,C,C;Gsus4;Am7;F9;C;Gsus4;Am7;G;C;Gsus4;Am7;G;F;Am;F;G;F;Am;F;Gsus4;C;Gsus4;Am7;F;C;Gsus4;Am7;F;G;Dm;F;G;G
marilia-mendonca,o-que-falta-em-voce-sou-eu,C,C;F7+;C;F7+;C;G;Dm;Fm;C;G;Dm;Fm;G;Am;F;C;G;E;Am;F;C;G;E;Am
marina-peralta,agradece,D,F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7;F#m;Bm7;C#m7
mario-bros,mario-theme,G
marisa-monte,ainda-bem,F,Dm;Dm;Bb/D;C;Dm;A7;Dm;Bb/D;C;Dm;A7;Dm;Bb/D;C;Dm;A7;Dm;Bb/D;C;Dm;A7;Gm;A7;Gm;A7;Gm;A7;Dm;Bb/D;C;Dm;A7;Gm;A7;Gm;A7;Dm;Bb/D;C;Dm;A7;Dm;Bb/D;C;Dm;A7;Gm;A7;Gm;A7;Dm;Bb/D;C;Dm;A7;Gm;A7;Gm;A7;Dm;Bb/D;C;Dm;A7;Dm;Bb/D;C;Dm;A7;Dm;Dm
marisa-monte,amor-love-you,D,D;F#m;Em;A7;G;Gm;D;D;F#m;Em;A7;G;Gm;D;G;Gm;D;G;Gm;D;D;F#m;Em;A7;G;Gm;D;D;F#m;Em;A7;G;Gm;D;G;Gm;D;G;Gm;D;B7;Em;A7;D;G;Gm;D;D;A7;G;Gm;D;D;G;Gm;A7;D;D;A7;G;Gm;D;G;Gm;D
marisa-monte,depois,A,A;C#7;F#m;A7;D;E;A;A7;D;E;A;A7;D;E;A;C#7;F#m;A7;D;E;A;A7;D;E;A;A7;D;E;A;C#7;F#m;A7;D;E;A;A7;D;E;A;A7;D;E;A;C#7;F#m;A;D;E;A;A7;D;E;A;A7;D;E;D;A;A;C#7;F#m;A7;D;E;A;A7;D;E;A;D;E
marisa-monte,esta-melodia,A#,F7(#5);Bb7+;Cm7;Bb/D;F7;Bb7+;G7/B;Cm7;G7(#5);Cm;Cm/B;Cm/Bb;Cm/A;F7;Bb7+;Cm7;Bb/D;Dbº7;Cm7;Cm/Bb;F/A;F7;Bb7+;Bb/A;Fm/Ab;G7/B;Cm;Cm/Bb;F7/A;F7;Bb7+;Bb;Bb;Cm;Cm/Bb;F7/A;F7;Bb;Bb;Fm;Bb7;Eb;Eb;F7/A;F7;Bb;G7/B;Cm;G7/B;Cm;F7;Bb;Fm7;Bb7;Eb;C7;C/Bb;F7/A;F7;Bb;G7/B;Cm7;F7/A;F7;Bb
maroon-5,she-will-be-loved,D,Bm;A;Bm;A;Bm;A;Bm;A;Bm;A;Bm;A;Bm;A;Bm;A;Bm;A;Bm;A;D5(9);A5;Bm;A;D5(9);A;Bm;G;D5(9);A;Bm;A;D5(9);A;Bm;G;D5(9);A;Bm;G;Bm;A;Bm;A;Bm;A;Bm;A;Bm;A;A;Bm;A;Bm;A;D5(9);A;Bm;A;D5(9);A;Bm;G;D5(9);A;Bm;G;Bm;A;Bm;A;Bm;A;Bm;A;G;Bm;A;Bm;A;D5(9);A;Bm;A;D5(9);A;Bm;G;D5(9);A;Bm;G
maroon-5,sugar,C,F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F;Am7;Dm7;C;F7M/C;Am7;Dm7;C;F7M/C;Am7;Dm7;C
maroon-5,this-love,D#,Bº;Cm7;Fm7(9);Dº;Bº;Cm7;Fm7(9);Dº;Bº;Cm7;Fm7(9);Bº;B6;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;F7;Ab;Bº;Cm7;Fm7(9);Dº;Cm7;Fm7(9);Dº;Bº;Cm7;Fm7(9);Bº;B6;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;F7;Ab;Bº;Cm7;Fm7(9);Bº;Fm7;Eb7M;Bº;Cm7;Fm7;Eb7M;Bº;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;F7;Ab;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;F7;Ab;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;Fm7;Bb7;Cm7;F7;Ab;Cm7(9)
marquinho-gomes,ele-nao-desiste-de-voce,C,C;G;F/A;F9;C;G;F/A;F9;C;G;F/A;F9;C;G/B;Am7;F9;C;G/B;Am7;Fm/Ab;C;C;G/B;Am7;F9;C;G/B;Am7;Fm/Ab;C;G/B;Am7;F9;G;C;G;Am7;F9;G;C;G;Am7;Fm/Ab;C;G/B;F/A;F9;C;G/B;Am7;F9;C;G/B;Am7;F9;Am7;G/B;Am7;F9;G;C;G;Am7;F9;G;C;G;Am7;Fm/Ab;C;C/Bb;F/A;Fm/Ab;C
marquinhos-gomes,nao-morrerei,B,B;F#/A#;G#m;G#m/F#;E;B/D#;C#m;E/F#;F#;B;F#/A#;G#m;G#m/F#;E;B/D#;C#m;F#;C#m;F#;B;E;B;C#m;C#m;F#;B;G#;C#m;F#;B;E;B;C#m;C#m;F#;B;F#;B;F#/A#;G#m;F#;E;B/D#;C#m;F#;B
marquinhos-sata,pura-semente,A,E7+/9;F#m7;E7+/9;F#m7;B7/5+;E7+;D#m7/5-;G#7;C#m;Bm;E7/9;Am;D7/9;G#m7;C#7/5+;F#7/9;F#m7;F7/9;E7+;D#m7/5-;G#7;C#m;Bm;E7/9;Am;D7/9;G#m7;C#7/5+;F#7/9;B7;E;B7;E;G#7;G#m7/5-;C#7/5+;F#m;Am;D7/9;G#m7;C#7/5+;F#7/9;B7;E
martinho-da-vila,canta-canta-minha-gente,A,A;F#7;Bm;E7;A;A;F#7;Bm;E7;A;F#7;Bm;E7;A;A;F#7;Bm;E7;A;F#7;Bm;E7;A
martinho-da-vila,casa-de-bamba,G,G;Am;D7;G;G;E7;Am;D7;G;G;E7;Am;D7;G;G;Am;D7;G;G;Am;D7;G;G;Am;D7;G;G;Am;D7;G;G;Am;D7;G;E7;Am;D7;G
martinho-da-vila,devagar-devagarinho,D,D;Em;A7;D;Em;D;A7;D;D;Em;A7;D;Em;D;A7;D;D;Em;A7;D;Em;D;A7;D;D;Em;A7
martinho-da-vila,disritimia,A#,Gm;C7/9;Gm;C7/9;Gm;C7/9;Gm;C7/9;Dm7(b5);G7;Dm7(b5);G7;Dm7(b5);G7;Cm;Cm;Cm7;Am7(b5);D7;Gm;Cm;F7;Bb;Eb7;D7;G7;Cm;F7;Bb;Eb7;D7;Gm;Gm;C7/9;Gm;C7/9;Gm;C7/9;Gm;C7/9;Dm7(b5);G7;Dm7(b5);G7;Dm7(b5);G7;Cm;Cm;Cm7;Am7(b5);D7;Gm;Cm;F7;Bb;Eb7;D7;G7;Cm;F7;Bb;Eb7;D7;Gm
martinho-da-vila,ex-amor,C,Am;Am;A7;Dm;E;E7;Am;E7;Am;A7;Dm;E;E7;Am;E;Am;A7;Dm;E;E7;Am;E7;Am;A7;Dm;E;E7;Am;A7;Dm;E7;Am;E7;Am;A7;Dm;E7;Am;E7;Am;A7;Dm;E7;Am;A7;Dm;E7;Am;A7;Dm;E7;Am;A7;Dm;E7;Am;E7
martinho-da-vila,mulheres,D,G;F#7;Em;F#7;Bm7;Em;A;D7M;Bm7;C#m7(b5);F#7;Bm7;B7;Em;A;D7M;Bm7;C#m7(b5);F#7;Bm7;B7;F#7;Bm7;Bm7/A;C#m7(b5);F#7;Bm7;Bm7/C;C#m7(b5);F#7;Bm7;B7;Em;F#7;Bm7;C#m7(b5);F#7;Bm7;B7;Em;F#7;Bm7
martinho-da-vila,na-aba,C,C;A7;Dm;G7;C;G7;C;A7;Dm;G7;C;G7;C;A7;Dm;G7;C;G7;C;A7;Dm;G7;C;A7;Dm;G7;C;G7;C;A7;Dm;G7;C;G7;C;A7;Dm;G7;C;G7;C;A7;Dm;G7;C;G7;C;A7;Dm;G7;C;G7
martinho-da-vila,o-pequeno-burgues,C,C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C;Dm;G7;C
martinho-da-vila,pra-que-dinheiro,A,A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A;A;Bm;E7;A;Bm;E7;A
maskavo,um-anjo-do-ceu,B,B;F#;E;B;B;C#m;E;F#;B;C#m;E;F#;B;F#;E;B;B;F#;E;B;B;C#m;E;B;C#m;E;F#;B;C#m;E;F#;B;F#;E;B;B;F#;E;B;F#;E;B;B;F#;E;B
massacration-musicas,metal-is-the-law,A,E5;A5;E5;A5;E5;A5;E5;A5;E5;A5;E5;C5;D5;E5;C5;D5;E5;C5;D5;E5;C5;B;E5;A5;E5;A5;E5;C5;D5;E5;C5;D5;E5;C5;D5;E5;C5;D5;E5;C5;D5;E5;C5;B;D5;E5
master-jake,jajao,A,Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;A;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m;Bm;F#m;A;E;Bm;F#m;A;E;Bm;F#m
matheus-kauan,a-rosa-e-o-beija-flor,G,C;G;D;Em;C;Em;C;Em;C;Em;C;Em;D;Em;C;G;D;Em;C;D;Em;C;G;D;Em;C;D;Em;C;G;D;Em;Em;C;G;D;Em;C;G;D;G
matheus-kauan,amor-sem-medida,C,C;G;Am;F;Dm;G;C;F;Dm;G;C;F;Dm;G;C;F;Dm;G;F;G;C;G;Am;F;C;G;Am;F;C
matheus-kauan,face-a-face,D,Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;D;A;Em;G;A;Em
matheus-kauan,me-amar-amanha,C,F;G;Am;F;G;Am;G;Am;G;F;G;Am;F;G;Am;F;G;Am;F;G;Am;F;G
matheus-kauan,mundo-paralelo,C,Am;Am;F;G;F;E;Am;F;G;F;E;Dm;C;G/B;Am;Am;G;Dm;F;G;Am;G;Dm;F;G;Am;F;G;F;E;Dm;C;G/B;Am;Am;G;Dm;F;G;Am;G;Dm;F;G
matheus-kauan,que-sorte-a-nossa,G,G;C9;G;C9;G;C9;G;C9;Em7;D9;C9;G;C9;Em7;D9;C9;G;C9;Em7;D9;C9;G;C9;G;C9;Em7;D9;C9;G;C9;Em7;D9;C9;G;C9;Em7;D9;C9;G;C9;Em7;D9;C9;G
matheus-kauan,se-tem-paixao,A,Bm;D;A;E;Bm;D;A;E;Bm;D;A;E;D;A;E;Bm;E;D;A
matheus-kauan,ser-humano-ou-anjo,D,Bm;A9;G;D9;G;D9;G;Bm;A9;G;Em;G;D;A9;Em;G;D;A9;Em;G;Bm;A9;G;Em;G;D;A9;Em;G;D;A9;Em;G;D;A9;Em;G;D;A9;Em;G;Bm;A9;G;Bm;A9;G;D
matogrosso-e-mathias,tentei-te-esquecer,B,B;E;F#;B;E;F#;B;E;F#;B;E;F#;C#m;E;F#;B;E;F#;B;E;F#;B;E;F#;B;E;F#;G#m;E;F#;B;E;F#;B;E;F#;B;E;F#;B;E;F#;G#m;F#;E;C#m;F#;B;B;E;F#;B;E;F#;B;E;F#;B;E;F#;B;E;F#;B;E;F#;G#m;F#;E;C#m;F#;B;G#m;C#m;F#;B;B
mauricio-eduardo,eu-vou-pegar-voce,D#,Cm;G#;Eb;Bb;Cm;G#;Eb;Bb;Cm;G#;Eb;Bb;Fm;G#;Eb;Bb;Cm;Fm;G#;Eb;Bb;Cm;Cm;G#;Eb;Bb;Cm;G#;Eb;Bb;Cm;G#;Eb;Bb;Cm;G#;Eb;Bb;Cm;Cm;G#;Eb;Bb;Cm;Cm;G#;Eb;Bb
mc-anitta,bang,C,G;F#;Bm;E;Bm;E;Bm;Em;Bm;Em;F#;Bm;Em;Bm;Em;F#;Bm;E;G;Em;F#;Bm;E;G;Em;F#;G;F#;Bm;E;Bm;E
mc-anitta,cobertor-part-projota,E,E7M(9);C#m7;G#m7;C#m7(9);E7M(9);C#m7;G#m7;Gm7;F#m7;C#m7(9);E7M(9);C#m7;G#m7;C#m7(9);E7M(9);C#m7;G#m7;Gm7;F#m7;C#m7(9);E7M(9);C#m7;G#m7;C#m7(9);E7M(9);C#m7;G#m7;Gm7;F#m7;C#m7(9);E7M(9);C#m7;G#m7;C#m7(9);E7M(9);C#m7;G#m7;Gm7;F#m7;C#m7(9);E7M(9);C#m7;G#m7;C#m7(9);E7M(9);C#m7;G#m7;Gm7;F#m7;C#m7(9);E7M(9);C#m7;G#m7;C#m7(9);E7M(9);C#m7;G#m7;Gm7;F#m7;C#m7(9);E7M(9);C#m7;G#m7;C#m7(9);E7M(9);C#m7;G#m7;Gm7;F#m7;C#m7(9);E7M(9);C#m7;G#m7;C#m7(9);E7M(9)
mc-anitta,deixa-ele-sofrer,B,E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m;E;F#;G#m
mc-anitta,zen,C,C;Dm;Em;Dm;G;C;Dm;Em;Dm;G;C;Dm;Em;Dm;G;C;Dm;Em;Dm;G;C;Dm;Em;Dm;G;Em;Am;Dm;G;Em;Am;Dm;G;C;Dm;Em;Dm;G;C;Dm;Em;Dm;G;C;Dm;Em;Dm;G;Em;Am;Dm;G;Em;Am;Dm;G;C;Dm;Em;Dm;G;C;Dm;Em;Dm;G;C
mc-beyonce,eu-nao-quero-mais,C#,F9;Dm7;Em7;Am7;F9;Dm;Em7;Am7;F9;Dm7;Em7;Am7;F9;Dm7;Em7;Am7;Dm7;Em7;Am7;Dm7;Em7;Am7;F;C/E;Dm7;C/E;Em7;Am7;F;C/E;Dm7;Em7;Am7
mc-beyonce,hoje,F,Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7;Dm;Dm7/F;Bb7+;Gm;A7
mc-daleste,em-teu-olhar,A,F#m;E;F#m;E;F#m;E;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m;C#m;F#m
mc-daleste,lagrimas-de-sofrimento,D,C#m7;D7M;C#m7;D7M;C#7m;D7M;C#m7;Dm;C#m;D7M;C#m;D7M;C#m;D7M;C#m;Dm;C#m;D7M;C#m;D7M;C#m;D7M;C#m;Dm;C#m;D7M;C#m;D7M;C#m;D7M;C#m;Dm;C#m;D7M;C#m;D7M;C#m;D7M;C#m;Dm;D#m
mc-delano,na-ponta-ela-fica,A#,Cm;Dm;Gm;Cm;Dm;Gm;Cm;Dm;Gm;Cm;Dm;Gm;Cm;Dm;Gm;Cm;Dm;Gm;Gm;Cm;Dm;Gm;Cm;Dm;Gm;Cm;Cm;Gm;Cm;Dm;Gm
mc-gibi,essa-vai-especialmente-para-todas-as-meninas,
mc-gui,sonhar,G,C5;G;Em7;D5;C7M;G;Em7;D7M;C7M;G;Em7;D7M;C7M;G;Em7;D7M;C7M;G;Em7;D7M;C;G;Em7;D;C5;G;Em7;D7M;C;G;Em7;D;C7M;G;Em7;D;C7M;C7M;G;Em7;D7M;C7M;G;Em7;D7M;C7M;G;Em7;D7M;C7M;G;Em7;D7M;C7M;G;Em7;D7M;C;G;Em7;D;C;G;Em7;D7M;C;G;Em7;D;C;G;Em7;D;C7M
mc-lon,no-clima-da-praia-grande,A,A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;F#m;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D;A;E;F#m;D
mc-pikeno-menor,amiga-parceira,A,F#m;E;F#m;E;F#m;E;F#m;E;C#;F#m;E;F#m;E;F#m;E;F#m;E;C#;F#m;E;C#;F#m;E;C#;F#m;E;C#;F#m;E;C#;F#m
mc-pikeno-menor,novinha-terrivel,G,Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D;D;Em;Am;D
mc-pikeno-menor,terrivel,G,Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7;Em;Am;C;B7
mc-pikeno-menor,toda-toda,G,Am;Em7;D;Am;Em7;D;Am;Em7;D;Am;Em7;D;Am;Em7;D;Am;Em7;D;Am;Em7;D;Am;Em7;D;Am;Em7;D;Am;Em7;D
mc-pikeno-menor,valeu-amigo,B,B;F#;G#m;E;B;F#/C#;G#m;E;B;F#;G#m;E;B;F#;G#m;E;B;F#;G#m;E;B;F#;G#m;E;B;F#;G#m;E;B;F#;G#m;E;D#m;C#m;F#;B;F#;G#m;E;B;F#;G#m;E;B;F#;G#m;E;B;G#m;E;B9;F#;G#m;E;B
mc-rodolfinho,como-e-bom-ser-vida-louca,C,C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C;Em;Dm;Fm;C
mc-rodolfinho,os-moleque-e-liso,B,F#;G#m;F#;E;F#;G#m;F#;E;F#;G#m;F#;E;F#;G#m;F#;E;F#;G#m;F#;E;F#;G#m;F#;E;F#
melendi,un-violinista-en-tu-tejado,E,C#m;A;E;B;C#m;A;E;B;C#m;A;E;B;C#m;A;E;B;C#m;A;B;A;G#;A;G#;A;B;C#m;C#m;A;E;B;C#m;A;E;B;B;C#m;B;A;B;C#m;B;A;B;C#m;B;A;B;C#m;B;A
metallica,enter-sandman,E,E5;F5;F5;E5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;F5;G5;F#5;G5;F#5;F#m;F#m;F#5;C5;B5;F#5;C5;B5;F#5;C5;B5;E5;F#5;C5;B5;E5;G5;F#5;G5;F#5;E5;F#5;C5;B5;F#5;C#5;C5;B5;F#5;C5;B5;F#5;C5;B5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;G5;F#5;F#m;F#5;C5;B5;F#5;C5;B5;F#5;C5;B5;E5;F#5;C5;B5;E5;G5;F#5;G5;F#5;E5;F#5;C5;B5;F#5;C5;B5;F#5;C5;B5;E5;F#5;C5;B5;E5;F#5;C5;B5;F#5;C5;B5;F#5;C5;B5;E5;F#5;C5;B5;E5;G5;F#5;G5;F#5;E5;F5;F5
metallica,fade-to-black,G,Am;C;G5;Em;Am;C;G5;Em;Am;C;Am;C;G5;Em;Am;C;G5;Em;Am;C;G5;Em;Am;C;G5;E5;A5;C5;A5;D5;E5;C5;B5;A5;C5;A5;G5;F#5;E5;Am;C;G5;Em;Am;C;G5;Em;Am;C;G5;Em;Am;C;G5;Em;Am;C;G5;E5;A5;C5;A5;D5;E5;C5;B5;A5;C5;A5;G5;F#5;E5
metallica,master-of-puppets,E
